doi,study_design,confidence
10.16016/j.1000-5404.201901083,observational,high
10.1590/s1516-44462005000300003,other,high
10.1590/s0212-16112012000200046,observational,high
10.1590/s0120-41572011000400017,observational,medium
10.16016/j.1000-5404.201905187,case_series,medium
10.1590/s1516-44462007000500005,other,high
10.1620/tjem.186.33,observational,high
10.1682/jrrd.2006.12.0153,non_randomized_trial,medium
10.1682/jrrd.2009.01.0007,case_series,high
10.1682/jrrd.2012.08.0156,observational,high
10.1682/jrrd.2014.11.0293,case_series,medium
10.15829/1728-8800-2023-3517,non_randomized_trial,high
10.1682/jrrd.2014.03.0086,observational,high
10.16966/2379-7150.112,unclear,low
10.16966/2469-6714.103,case_series,high
10.16966/2379-7150.114,observational,high
10.16966/2469-6714.110,case_series,high
10.16966/2469-6714.112,case_series,low
10.17116/jnevro2021121081125,other,high
10.16966/2470-1009.103,rct,high
10.17116/jnevro2021121402113,other,medium
10.17116/jnevro20171174140-44,non_randomized_trial,high
10.17116/jnevro202112110292,other,high
10.17098/amj.339335,observational,high
10.17116/jnevro202412409128,other,high
10.17116/jnevro202312305138,other,medium
10.17116/rosstomat20191203137,other,high
10.17116/jnevro202512503127,other,high
10.17116/rosstomat20211403121,observational,high
10.17226/19012,other,high
10.17352/2455-2976.000020,other,high
10.17226/27462,other,high
10.17192/z2015.0217,other,medium
10.17554/j.issn.2224-3992.2016.05.603-1,case_series,medium
10.17605/osf.io/cdxn5,other,high
10.17352/2455-5363.000063,other,high
10.17554/j.issn.2313-5611.2015.01.13,other,high
10.17605/osf.io/ft5v4,case_series,medium
10.17635/lancaster/thesis/50,other,high
10.17638/03100418,other,high
10.17795/ajnpp-37281,observational,high
10.17795/mejrh-37972,case_series,high
10.17816/0869-2106-2021-27-4-407-418,other,high
10.17816/brmma71302,non_randomized_trial,medium
10.17816/cs676890,other,high
10.17816/maj104161-174,other,medium
10.17816/maj108690,observational,high
10.17816/rjpbr79779,other,high
10.18043/ncm.79.3.189,observational,high
10.18041/2215-8944/academia.22.8914,other,high
10.18061/dsq.v23i1.398,non_randomized_trial,high
10.18061/dsq.v29i3.938,observational,high
10.17816/mechnikov201911447-54,observational,high
10.18061/dsq.v31i2.1598,other,high
10.17816/maj191s174-76,other,high
10.18103/mra.v10i6.2858,observational,high
10.17816/maj634020,other,high
10.18103/mra.v10i6.2891,observational,high
10.18103/mra.v12i6.5368,other,high
10.18103/mra.v13i11.7104,other,high
10.18103/mra.v10i9.3050,other,high
10.18103/mra.v14i3.7255,case_series,high
10.18103/mra.v11i7.1.4083,other,high
10.18103/mra.v5i11.1645,case_series,high
10.18103/mra.v12i9.5644,other,high
10.18332/popmed/165669,observational,high
10.18416/rab.2018.1809024,other,high
10.18573/bsdj.308,observational,high
10.18632/oncotarget.25544,observational,high
10.18745/th.17195,case_series,high
10.18745/th.17472,case_series,high
10.18745/th.17597,case_series,high
10.1891/0889-8391.11.2.127,case_series,high
10.1891/1559-4343.18.2.150,observational,medium
10.18103/mra.v9i6.2494,observational,high
10.1891/emdr-2022-0060,case_series,high
10.1891/1933-3196.2.3.226,case_series,high
10.19116/theory.2022.27.1.195,other,high
10.18910/71615,other,high
10.18910/71746,other,high
10.19540/j.cnki.cjcmm.20240621.401,non_randomized_trial,high
10.18910/73802,case_series,high
10.19852/j.cnki.jtcm.20211214.003,rct,high
10.20448/801.51.104.115,observational,high
10.20452/pamw.2973,other,high
10.20473/j.djmkg.v38.i4.p169-172,case_series,high
10.20933/100001243,case_series,high
10.19852/j.cnki.jtcm.2025.03.012,other,high
10.19852/j.cnki.jtcm.2026.03.006,other,high
10.20944/preprints201909.0188.v1,other,high
10.20944/preprints201902.0029.v1,other,high
10.20883/medical.e877,other,high
10.20944/preprints202007.0754.v1,other,high
10.20944/preprints202009.0264.v1,non_randomized_trial,high
10.20944/preprints201807.0057.v1,other,high
10.19852/j.cnki.jtcm.20231018.004,other,high
10.20944/preprints202009.0744.v1,other,high
10.20944/preprints202111.0478.v1,observational,high
10.20935/acadmolbiogen7314,other,high
10.20969/vskm.2025.18(5).93-100,other,high
10.21037/apm-19-461,rct,high
10.21037/atm-22-3787,non_randomized_trial,high
10.20960/nh.03788,other,medium
10.21037/atm.2019.09.136,rct,high
10.2105/ajph.84.2.282,other,medium
10.2105/ajph.87.9.1449,observational,high
10.20944/preprints202109.0201.v1,other,high
10.2119/molmed.2008.00098,observational,high
10.21203/rs.2.22444/v1,observational,high
10.21037/apm-20-1714,other,high
10.21203/rs.2.12496/v1,rct,high
10.21203/rs.3.rs-100155/v1,non_randomized_trial,high
10.21203/rs.3.rs-154011/v1,observational,high
10.21203/rs.3.rs-267403/v1,non_randomized_trial,high
10.21203/rs.3.rs-384347/v1,observational,high
10.2119/2007-00059.saiki,case_series,high
10.21203/rs.3.rs-6596158/v1,non_randomized_trial,high
10.21203/rs.3.rs-408624/v1,observational,high
10.21203/rs.3.rs-820696/v1,other,high
10.21203/rs.3.rs-962672/v1,case_series,high
10.21203/rs.3.rs-925403/v1,case_series,high
10.21203/rs.3.rs-965010/v1,rct,high
10.21203/rs.3.rs-64733/v1,rct,high
10.21236/ada608724,observational,medium
10.2139/ssrn.4573649,other,high
10.2143/acb.67.1.2062621,observational,high
10.2139/ssrn.4332223,observational,high
10.21203/rs.3.rs-7189456/v1,other,high
10.2143/tvg.73.13.2002371,observational,high
10.2147/clep.s39876,other,high
10.2147/clep.s129335,observational,high
10.21276/bpr.2016.6.3.3,other,high
10.2147/imcrj.s306641,case_series,high
10.2147/ahmt.s317314,other,high
10.2147/jir.s195165,non_randomized_trial,high
10.2147/clep.s96797,observational,high
10.2147/jmdh.s482100,other,high
10.2147/itt.s581262,other,high
10.2147/jmdh.s4147,case_series,high
10.2147/aabc.s3624,other,high
10.2147/jmdh.s5220,non_randomized_trial,high
10.2147/imcrj.s476044,case_series,high
10.2147/jpr.s127038,observational,high
10.2147/ndt.s379653,other,high
10.2147/jpr.s369470,observational,high
10.2147/jpr.s40014,case_series,high
10.2147/jpr.s394321,other,high
10.2147/jpr.s439412,observational,high
10.2147/ndt.s92911,observational,high
10.2147/jpr.s186878,other,high
10.2147/jpr.s139466,rct,high
10.2147/oaem.s176843,observational,high
10.2147/opth.s565596,observational,high
10.2147/phmt.s126253,other,high
10.2147/prom.s155642,other,high
10.2147/prbm.s63193,non_randomized_trial,high
10.2147/prbm.s50645,observational,high
10.2147/tacg.s99405,observational,high
10.2147/vaat.s15105,other,high
10.2147/vaat.s36540,case_series,high
10.2147/vaat.s10695,non_randomized_trial,high
10.2147/vaat.s6749,case_series,high
10.21474/ijar01/22171,other,high
10.21518/2079-701x-2018-2-156-161,other,high
10.21508/1027-4065-2019-64-2-38-46,other,high
10.21518/2079-701x-2015-2-20-24,other,medium
10.2149/tmh.36.23,rct,high
10.21518/ms2024-150,other,high
10.21518/2079-701x-2022-16-18-95-99,rct,high
10.21518/ms2023-401,other,high
10.21518/ms2026-086,other,high
10.21518/ms2025-510,other,high
10.21508/1027-4065-2018-63-1-22-27,other,high
10.2165/00003495-199346040-00005,other,high
10.21608/jshp.2020.170915,observational,high
10.21608/bfsa.2023.199974.1690,other,high
10.2165/00003495-200262170-00003,other,high
10.2165/00003495-200868130-00003,other,high
10.2165/00007256-200131090-00001,other,high
10.2169/internalmedicine.31.313,case_series,high
10.2165/00126839-200405050-00006,other,high
10.2169/internalmedicine.3218-19,case_series,high
10.2165/00007256-199621010-00004,other,high
10.2169/internalmedicine.40.1158,case_series,high
10.2169/internalmedicine.48.2347,case_series,high
10.2169/internalmedicine.56.8001,non_randomized_trial,high
10.2169/internalmedicine.55.7354,case_series,high
10.2169/internalmedicine.44.1258,non_randomized_trial,high
10.2169/internalmedicine.6082-20,non_randomized_trial,high
10.2174/0109298673398178251117112014,other,high
10.2169/internalmedicine.54.3042,non_randomized_trial,high
10.2169/internalmedicine.7182-21,other,high
10.2174/0929867054367202,other,high
10.2174/1381612033454234,other,high
10.2174/1381612822666151215102420,other,high
10.2174/138161208799316348,other,high
10.2174/1568026617666181119154247,other,high
10.2174/1381612822666160914182822,other,high
10.2174/156720206776875894,other,high
10.2174/1568026621666210727170147,observational,high
10.2174/092986710791233689,other,high
10.2174/1568026618666181115100610,other,high
10.2174/1570159x13666150928105725,other,high
10.2174/157339707779815830,other,high
10.2174/1570159x11666131120224653,other,high
10.2174/157340011796391184,other,high
10.2174/1573397112666151231111104,other,high
10.2174/157339707782408937,other,high
10.2174/1573401319666221221102057,other,high
10.2174/157488409789375311,other,high
10.2174/1871527314666150325235247,other,high
10.2174/1874196700902010020,observational,high
10.2174/1874205x00903010013,case_series,medium
10.2174/1876386301205010032,non_randomized_trial,high
10.2174/1874620900902010020,observational,medium
10.2174/1874620901003010006,non_randomized_trial,medium
10.2174/2215083810666230626115456,other,high
10.2174/1876386302013010052,non_randomized_trial,high
10.2174/187221407779814561,other,high
10.21767/2572-5610.10027,observational,high
10.21760/jaims.9.4.7,other,high
10.2177/jsci.14.313,case_series,high
10.2177/jsci.16.324,case_series,high
10.2177/jsci.16.64,case_series,high
10.2177/jsci.40.306b,observational,high
10.2190/1af2-3c2r-tyll-qax3,other,high
10.2188/jea.6.75,observational,high
10.21885/wvmj.2018.8,case_series,high
10.2190/20ap-d23d-ymf5-eltl,other,high
10.2190/8r67-n9er-xr74-9ra7,observational,high
10.2190/pm.39.3.h,observational,high
10.2190/pnf9-xfwj-da24-r3pu,observational,high
10.2190/t6gx-jj2l-vcvv-t81b,case_series,high
10.21926/obm.icm.2504049,rct,high
10.2196/11215,other,high
10.2196/11276,rct,high
10.2196/17768,rct,high
10.2196/14037,non_randomized_trial,high
10.2196/36798,observational,high
10.2196/24839,observational,high
10.2196/53347,rct,high
10.21926/obm.neurobiol.2501267,other,high
10.2196/50157,non_randomized_trial,high
10.2196/65087,observational,high
10.2196/54679,non_randomized_trial,medium
10.2196/82633,rct,high
10.2196/65958,rct,high
10.2196/jmir.1278,other,high
10.2196/jmir.1643,observational,high
10.2196/77644,observational,high
10.2196/jmir.6019,observational,high
10.2196/preprints.104721,other,high
10.2196/54321,other,high
10.2196/preprints.11276,rct,high
10.2196/preprints.11215,other,high
10.2196/preprints.36798,observational,high
10.2196/preprints.82633,rct,high
10.2196/resprot.5395,rct,high
10.2196/resprot.7242,non_randomized_trial,medium
10.22075/jcp.2017.2096,observational,high
10.22054/qccpc.2025.75766.3193,non_randomized_trial,high
10.2196/preprints.14037,observational,high
10.2214/ajr.162.4.8141022,observational,high
10.22141/2224-0713.4.106.2019.174046,other,high
10.2214/ajr.162.4.8141020,observational,high
10.2217/14622416.7.2.211,other,high
10.2217/14622416.7.3.345,observational,high
10.2217/14622416.7.3.365,observational,high
10.22141/2224-0713.21.5.2025.1200,non_randomized_trial,high
10.2217/14622416.7.3.355,observational,high
10.2217/14622416.7.3.387,observational,high
10.2217/14622416.7.3.375,observational,high
10.2217/14622416.7.3.395,observational,high
10.2217/14622416.7.3.407,observational,high
10.2217/14622416.7.3.421,observational,high
10.2217/14622416.7.3.429,observational,high
10.2217/14622416.7.3.441,observational,high
10.2217/14622416.7.3.455,observational,high
10.2217/14622416.7.3.475,case_series,high
10.2217/14622416.10.1.35,observational,high
10.2217/14622416.7.3.485,observational,high
10.2217/pmt.12.84,case_series,high
10.2217/14622416.7.3.521,other,high
10.2217/thy.10.39,other,high
10.2217/epi-2017-0150,observational,high
10.2218/eor.2023.8125,other,high
10.2217/14622416.7.3.503,other,high
10.2217/fmb.11.24,other,high
10.22209/ic.v62n2a00,other,high
10.2217/epi-2017-0106,observational,medium
10.2224/sbp.2009.37.10.1357,observational,high
10.22246/jikm.2020.41.3.293,observational,high
10.2224/sbp.2008.36.5.585,observational,high
10.22270/jddt.v15i8.7295,other,high
10.22246/jikm.2020.41.6.1015,observational,high
10.22246/jikm.2024.45.6.1164,other,high
10.22359/cswhi_13_6_03,other,low
10.22374/cjgim.v10i4.88,other,high
10.22452/jummec.vol5no2.4,other,high
10.22452/jummec.vol5no2.10,case_series,high
10.22533/at.ed.1592462208084,other,high
10.22541/au.176281856.69732818/v1,case_series,high
10.22541/au.177067531.10473859/v1,case_series,high
10.22606/mcmr.2017.11005,observational,high
10.2298/sarh200628091p,other,high
10.2310/6650.2001.34047,case_series,high
10.2217/14622416.7.3.467,,
10.2307/40111616,other,high
10.2310/7060.1999.00005,case_series,high
10.2340/16501977-0595,observational,medium
10.2310/neuro.6294,other,high
10.2310/psych.6294,other,high
10.2340/16501977-0185,other,high
10.2340/16501977-1976,non_randomized_trial,high
10.23736/s0390-5616.18.04384-9,non_randomized_trial,high
10.23937/2378-3001/4/1/1066,observational,high
10.23937/2378-3001/1410066,unclear,high
10.23990/sa.100457,case_series,high
10.23937/2474-3658/1510106,other,low
10.23937/2572-3243.1510090,other,high
10.24061/1727-4338.xiii.1.47.2014.32,case_series,high
10.23990/sa.146273,case_series,high
10.24061/2413-0737.xvii.1.65.2013.28,case_series,high
10.24087/iam.2017.1.10.347,other,high
10.24217/2531-0151.16v1.00002,observational,medium
10.2466/pms.1992.74.3c.1123,unclear,low
10.2466/pms.1996.83.1.51,observational,high
10.2298/sarh0310370z,observational,high
10.24095/hpcdp.35.1.02,observational,high
10.2340/16501977-2697,observational,high
10.2466/pms.2001.93.2.486,observational,high
10.2466/pms.1996.83.2.508,case_series,high
10.2466/pr0.103.3.682-690,observational,high
10.2466/pr0.1992.71.3.977,observational,high
10.2466/pr0.1997.80.2.643,observational,high
10.2466/pr0.106.2.383-393,observational,high
10.2466/pr0.1997.81.3f.1223,case_series,high
10.2478/prolas-2021-0061,observational,high
10.2466/pr0.2002.91.3.963,observational,high
10.2478/arsm-2023-0032,other,high
10.2466/pr0.1999.85.1.121,case_series,high
10.2478/prolas-2019-0065,observational,high
10.24911/ijmdc.51-1764852130,observational,high
10.24884/1609-2201-2024-103-2-42-50,other,high
10.2478/s11536-013-0243-9,case_series,high
10.24966/acim-7562/100002,other,high
10.2500/105065898780707964,observational,high
10.2492/jsir1981.16.419,case_series,high
10.24875/aidsrev.22000025,other,high
10.25011/cim.v31i6.4917,observational,high
10.2519/josptcases.2026.0194,case_series,high
10.2500/aap.2010.31.3311,other,high
10.25105/pdk.v7i2.14044,observational,high
10.2519/jospt.2021.0106,other,high
10.2519/jospt.2002.32.11.594,other,high
10.2522/ptj.20090047,other,high
10.25250/thescbr.brk515,unclear,low
10.26021/11754,rct,high
10.2522/ptj.20140405,observational,high
10.25904/1912/4166,case_series,high
10.26021/4267,case_series,high
10.2522/ptj.20110368,observational,high
10.26021/8464,observational,high
10.26181/611484ed44157,other,high
10.26180/14967966.v1,unclear,low
10.26226/morressier.5afadd88f314ac000849af0e,observational,medium
10.26442/20751753.2025.11.203497,case_series,high
10.26226/morressier.5b5f2d47b56e9b003813d9f8,case_series,high
10.26502/acbr.50170337,non_randomized_trial,high
10.26182/j0qh-6m95,other,high
10.26686/wgtn.17003698,case_series,high
10.26442/00403660.2022.03.201408,other,high
10.26717/bjstr.2019.21.003602,case_series,high
10.26481/dis.20240425kv,unclear,high
10.2741/4698,other,high
10.28951/rbb.v39i1.533,observational,high
10.26717/bjstr.2025.61.009536,other,high
10.29011/2577-2201.100214,non_randomized_trial,high
10.29328/journal.jprr.1001020,other,high
10.29245/2767-5122/2021/1.1129,observational,high
10.2967/jnumed.113.131045,observational,high
10.29219/fnr.v65.5730,observational,high
