,original_es_r,original_es_type,original_n,replication_es_r,replication_es_type,replication_n,original_doi,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_doi,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,discipline,description,tags,result,replication_citation_html,original_citation_html
704,,,,,,,10.1145/3173574.3174188,Danaë Metaxa-Kakavouli; Kelly Wang; James A. Landay; Jeff Hancock,Gender-Inclusive Design,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,,,1-6,2018.0,10.1098/rsos.231240,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,,,,inconclusive,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1145/3173574.3174188"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Metaxa-Kakavouli D. <i>et al.</i> <i>Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems</i> 2018</a>"
705,,,,,,,10.1177/0956797618760784,Maryam Kouchaki; Kyle S. H. Dobson; Adam Waytz; Nour S. Kteily,The Link Between Self-Dehumanization and Immoral Behavior,Psychological Science,29.0,8,1234-1246,2018.0,10.1098/rsos.231240,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,,,,success,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797618760784"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Kouchaki M. <i>et al.</i> <i>Psychological Science</i> 2018</a>"
706,,,,,,,10.1177/1948550617720269,Ella Glikson; Arik Cheshin; Gerben A. van Kleef,The Dark Side of a Smiley,Social Psychological and Personality Science,9.0,5,614-625,2018.0,10.1525/collabra.90195,Linda Lai; Lewend Mayiwar,The Dark Versus Bright Side of a Smiley: A Preregistered Replication of Experiment 3 in Glikson et al. (2018) “The Dark Side of a Smiley”,Collabra: Psychology,9.0,1,,2023.0,,"Using smilies (emoticons) produces a negative effect on perceptions of competence and a positive effect on perceptions of warmth, regardless of the level of formality.",,failure,"<a href=""https://doi.org/10.1525/collabra.90195"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Lai L. <i>et al.</i> <i>Collabra: Psychology</i> 2023</a>","<a href=""https://doi.org/10.1177/1948550617720269"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Glikson E. <i>et al.</i> <i>Social Psychological and Personality Science</i> 2018</a>"
707,,,,,,,10.1038/s41598-018-30314-y,Yuval Hart; Moira R. Dillon; Andrew Marantan; Anna L. Cardenas; Elizabeth Spelke; L. Mahadevan,The statistical shape of geometric reasoning,Scientific Reports,8.0,1,12906,2018.0,10.1098/rsos.231240,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,,,,inconclusive,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1038/s41598-018-30314-y"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hart Y. <i>et al.</i> <i>Scientific Reports</i> 2018</a>"
708,,,,,,,10.1111/ecin.12470,Nick Huntington‐Klein,COLLEGE CHOICE AS A COLLECTIVE DECISION,Economic Inquiry,56.0,2,1202-1219,2018.0,10.1098/rsos.231240,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,,,,inconclusive,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1111/ecin.12470"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Huntington‐Klein N. <i>et al.</i> <i>Economic Inquiry</i> 2018</a>"
709,,,,,,,10.1002/jeab.432,C. Renee Renda; Jillian M. Rung; Jay E. Hinnenkamp; Stephanie N. Lenzini; Gregory J. Madden,Impulsive choice and pre‐exposure to delays: iv. effects of delay‐ and immediacy‐exposure training relative to maturational changes in impulsivity,Journal of the Experimental Analysis of Behavior,109.0,3,587-599,2018.0,10.1007/s40732-024-00597-x,Adam E. Fox,Immediate Reinforcement Training Has Moderate Effect on Delay Discounting Behavior in Rats: A Systematic Replication,The Psychological Record,74.0,2,213-218,2024.0,,,,success,"<a href=""https://doi.org/10.1007/s40732-024-00597-x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Fox A. <i>et al.</i> <i>The Psychological Record</i> 2024</a>","<a href=""https://doi.org/10.1002/jeab.432"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Renda C. <i>et al.</i> <i>Journal of the Experimental Analysis of Behavior</i> 2018</a>"
710,,,,,,,10.1016/j.jsams.2017.06.007,William Johnston; Kara Dolan; Niamh Reid; Garrett F. Coughlan; Brian Caulfield,Investigating the effects of maximal anaerobic fatigue on dynamic postural control using the Y-Balance Test,Journal of Science and Medicine in Sport,21.0,1,103-108,2018.0,10.1016/j.jsams.2024.07.018,Ciara Byrne; Jennifer Murphy; Joe P. Warne,Replication study: Investigating the effects of maximal anaerobic fatigue on dynamic postural control using the Y-Balance Test,Journal of Science and Medicine in Sport,27.0,12,869-874,2024.0,,Anaerobic fatigue effects anterior reach distance in a Y-Balance Test.,,success,"<a href=""https://doi.org/10.1016/j.jsams.2024.07.018"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Byrne C. <i>et al.</i> <i>Journal of Science and Medicine in Sport</i> 2024</a>","<a href=""https://doi.org/10.1016/j.jsams.2017.06.007"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Johnston W. <i>et al.</i> <i>Journal of Science and Medicine in Sport</i> 2018</a>"
711,,,,,,,10.1016/j.learninstruc.2018.04.006,Ana Pérez; Anna Potocki; Marc Stadtler; Mônica Macedo-Rouet; Johanna Paul; Ladislao Salmerón; Jean-François Rouet,Fostering teenagers' assessment of information reliability: Effects of a classroom intervention focused on critical source dimensions,Learning and Instruction,58.0,,53-64,2018.0,10.1080/0163853x.2024.2339738,Magalí Ayelén Martínez; Gaston Saux; Franco Londra; Debora I. Burin,Effects of a classroom intervention on college students’ sourcing skills: replication and extension study,Discourse Processes,61.0,4-5,255-280,2024.0,,,,success,"<a href=""https://doi.org/10.1080/0163853x.2024.2339738"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Martínez M. <i>et al.</i> <i>Discourse Processes</i> 2024</a>","<a href=""https://doi.org/10.1016/j.learninstruc.2018.04.006"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Pérez A. <i>et al.</i> <i>Learning and Instruction</i> 2018</a>"
712,,,,,,,10.1016/j.psychres.2017.09.048,Anca Sfärlea; Ellen Greimel; Belinda Platt; Alica C. Dieler; Gerd Schulte-Körne,Recognition of emotional facial expressions in adolescents with anorexia nervosa and adolescents with major depression,Psychiatry Research,262.0,,586-594,2018.0,10.1002/erv.3103,Anca Sfärlea; Christina Buhl; Linda Lukas; Gerd Schulte‐Körne,Superior facial emotion recognition in adolescents with anorexia nervosa – A replication study,European Eating Disorders Review,32.0,5,943-951,2024.0,,Emotion recognition impairments arise with prolonged anorexia nervosa illness duration,,success,"<a href=""https://doi.org/10.1002/erv.3103"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Sfärlea A. <i>et al.</i> <i>European Eating Disorders Review</i> 2024</a>","<a href=""https://doi.org/10.1016/j.psychres.2017.09.048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Sfärlea A. <i>et al.</i> <i>Psychiatry Research</i> 2018</a>"
713,,,,,,,10.1037/pspi0000109,Jennifer E. Stellar; Amie Gordon; Craig L. Anderson; Paul K. Piff; Galen D. Mcneil; Dacher Keltner,Awe and humility.,Journal of Personality and Social Psychology,114.0,2,258-269,2018.0,10.26443/msurj.v19i1.231,Alexandra Bertrand; Jonah Kimmel; Salomé Duhamel; Héloïse Puel; Alexandra Schifano; Émilie Wood,Replication Study to Evaluate the Effects of Awe on Humility,McGill Science Undergraduate Research Journal,19.0,1,39-45,2024.0,,Watching an awe-inducing video would lead participants to write fewer strengths before writing their weaknesses.,,failure,"<a href=""https://doi.org/10.26443/msurj.v19i1.231"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Bertrand A. <i>et al.</i> <i>McGill Science Undergraduate Research Journal</i> 2024</a>","<a href=""https://doi.org/10.1037/pspi0000109"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Stellar J. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2018</a>"
714,,,,,,,10.1038/s41467-018-06785-y,A. M. V. Gerlicher; O. Tüscher; R. Kalisch,Dopamine-dependent prefrontal reactivations explain long-term benefit of fear extinction,Nature Communications,9.0,1,4294,2018.0,10.1038/s41467-024-46936-y,Elena Andres; Hu Chuan-Peng; Anna M. V. Gerlicher; Benjamin Meyer; Oliver Tüscher; Raffael Kalisch,Replication study on the role of dopamine-dependent prefrontal reactivations in human extinction memory retrieval,Nature Communications,15.0,1,2699,2024.0,,"Spontaneous post-extinction vmPFC reactivations predict
extinction memory retrieval. ",,success,"<a href=""https://doi.org/10.1038/s41467-024-46936-y"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Andres E. <i>et al.</i> <i>Nature Communications</i> 2024</a>","<a href=""https://doi.org/10.1038/s41467-018-06785-y"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gerlicher A. <i>et al.</i> <i>Nature Communications</i> 2018</a>"
715,,,,,,,10.1038/s41467-018-06785-y,A. M. V. Gerlicher; O. Tüscher; R. Kalisch,Dopamine-dependent prefrontal reactivations explain long-term benefit of fear extinction,Nature Communications,9.0,1,4294,2018.0,10.1038/s41467-024-46936-y,Elena Andres; Hu Chuan-Peng; Anna M. V. Gerlicher; Benjamin Meyer; Oliver Tüscher; Raffael Kalisch,Replication study on the role of dopamine-dependent prefrontal reactivations in human extinction memory retrieval,Nature Communications,15.0,1,2699,2024.0,,L-DOPA administration significantly enhances memory retrieval.,,failure,"<a href=""https://doi.org/10.1038/s41467-024-46936-y"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Andres E. <i>et al.</i> <i>Nature Communications</i> 2024</a>","<a href=""https://doi.org/10.1038/s41467-018-06785-y"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gerlicher A. <i>et al.</i> <i>Nature Communications</i> 2018</a>"
716,,,,,,,10.1073/pnas.1717092115,Rebecca G. Boswell; Wendy Sun; Shosuke Suzuki; Hedy Kober,Training in cognitive strategies reduces eating and improves food choice,Proceedings of the National Academy of Sciences,115.0,48,E11238-E11247,2018.0,10.1038/s41562-024-02062-9,Felix Holzmeister; Magnus Johannesson; Colin F. Camerer; Yiling Chen; Teck-Hua Ho; Suzanne Hoogeveen; Juergen Huber; Noriko Imai; Taisuke Imai; Lawrence Jin; Michael Kirchler; Alexander Ly; Benjamin Mandl; Dylan Manfredi; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Alexandra Sarafoglou; Rene Schwaiger; Eric-Jan Wagenmakers; Viking Waldén; Anna Dreber,Examining the replicability of online experiments selected by a decision market,Nature Human Behaviour,9.0,2,316-330,2024.0,,,,success,"<a href=""https://doi.org/10.1038/s41562-024-02062-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Holzmeister F. <i>et al.</i> <i>Nature Human Behaviour</i> 2024</a>","<a href=""https://doi.org/10.1073/pnas.1717092115"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boswell R. <i>et al.</i> <i>Proceedings of the National Academy of Sciences</i> 2018</a>"
717,,,,,,,10.1073/pnas.1722664115,Douglas Guilbeault; Joshua Becker; Damon Centola,Social learning and partisan bias in the interpretation of climate trends,Proceedings of the National Academy of Sciences,115.0,39,9714-9719,2018.0,10.1038/s41562-024-02062-9,Felix Holzmeister; Magnus Johannesson; Colin F. Camerer; Yiling Chen; Teck-Hua Ho; Suzanne Hoogeveen; Juergen Huber; Noriko Imai; Taisuke Imai; Lawrence Jin; Michael Kirchler; Alexander Ly; Benjamin Mandl; Dylan Manfredi; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Alexandra Sarafoglou; Rene Schwaiger; Eric-Jan Wagenmakers; Viking Waldén; Anna Dreber,Examining the replicability of online experiments selected by a decision market,Nature Human Behaviour,9.0,2,316-330,2024.0,,,,failure,"<a href=""https://doi.org/10.1038/s41562-024-02062-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Holzmeister F. <i>et al.</i> <i>Nature Human Behaviour</i> 2024</a>","<a href=""https://doi.org/10.1073/pnas.1722664115"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Guilbeault D. <i>et al.</i> <i>Proceedings of the National Academy of Sciences</i> 2018</a>"
718,,,,,,,10.1073/pnas.1805284115,Stav Atir; Melissa J. Ferguson,How gender determines the way we speak about professionals,Proceedings of the National Academy of Sciences,115.0,28,7278-7283,2018.0,10.1038/s41562-024-02062-9,Felix Holzmeister; Magnus Johannesson; Colin F. Camerer; Yiling Chen; Teck-Hua Ho; Suzanne Hoogeveen; Juergen Huber; Noriko Imai; Taisuke Imai; Lawrence Jin; Michael Kirchler; Alexander Ly; Benjamin Mandl; Dylan Manfredi; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Alexandra Sarafoglou; Rene Schwaiger; Eric-Jan Wagenmakers; Viking Waldén; Anna Dreber,Examining the replicability of online experiments selected by a decision market,Nature Human Behaviour,9.0,2,316-330,2024.0,,,,failure,"<a href=""https://doi.org/10.1038/s41562-024-02062-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Holzmeister F. <i>et al.</i> <i>Nature Human Behaviour</i> 2024</a>","<a href=""https://doi.org/10.1073/pnas.1805284115"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Atir S. <i>et al.</i> <i>Proceedings of the National Academy of Sciences</i> 2018</a>"
719,,,,,,,10.1073/pnas.1805327115,Nadav Klein; Ed O’Brien,People use less information than they think to make up their minds,Proceedings of the National Academy of Sciences,115.0,52,13222-13227,2018.0,10.1038/s41562-024-02062-9,Felix Holzmeister; Magnus Johannesson; Colin F. Camerer; Yiling Chen; Teck-Hua Ho; Suzanne Hoogeveen; Juergen Huber; Noriko Imai; Taisuke Imai; Lawrence Jin; Michael Kirchler; Alexander Ly; Benjamin Mandl; Dylan Manfredi; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Alexandra Sarafoglou; Rene Schwaiger; Eric-Jan Wagenmakers; Viking Waldén; Anna Dreber,Examining the replicability of online experiments selected by a decision market,Nature Human Behaviour,9.0,2,316-330,2024.0,,,,success,"<a href=""https://doi.org/10.1038/s41562-024-02062-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Holzmeister F. <i>et al.</i> <i>Nature Human Behaviour</i> 2024</a>","<a href=""https://doi.org/10.1073/pnas.1805327115"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Klein N. <i>et al.</i> <i>Proceedings of the National Academy of Sciences</i> 2018</a>"
720,,,,,,,10.37237/relay/010204,Scott J. Shelton-Strong; Jo Mynard,Affective Factors in Self-Access Learning,Relay Journal,,,275-292,2018.0,10.37237/150205,Marcella Menegale; Lucia Spricigo,Enhancing L2 Confidence Through Learning Diaries: A Replication Study on Italian Lower-Secondary School Students,Studies in Self-Access Learning Journal,15.0,2,187-212,2024.0,,,,inconclusive,"<a href=""https://doi.org/10.37237/150205"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Menegale M. <i>et al.</i> <i>Studies in Self-Access Learning Journal</i> 2024</a>","<a href=""https://doi.org/10.37237/relay/010204"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Shelton-Strong S. <i>et al.</i> <i>Relay Journal</i> 2018</a>"
721,,,,,,,10.1016/j.learninstruc.2018.05.004,Oddny Judith Solheim; Jan C. Frijters; Kjersti Lundetræ; Per Henning Uppstad,Effectiveness of an early reading intervention in a semi-transparent orthography: A group randomised controlled trial,Learning and Instruction,58.0,,65-79,2018.0,10.1080/19345747.2024.2333734,Oddny Judith Solheim; Njål Foldnes; Bente Rigmor Walgermo; Kari Kolbjørnsen Bjerke; Inga Kjerstin Birkedal; Per Henning Uppstad; Kjersti Lundetræ,Closing the Gap: A Conceptual Replication of an Early Reading Intervention,Journal of Research on Educational Effectiveness,18.0,1,88-110,2025.0,,"Results indicated that the intervention significantly reduced the number of at-risk students by the end of first grade. However, effect sizes in the replication study were reduced compared to the original try-out.",,success,"<a href=""https://doi.org/10.1080/19345747.2024.2333734"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Solheim O. <i>et al.</i> <i>Journal of Research on Educational Effectiveness</i> 2025</a>","<a href=""https://doi.org/10.1016/j.learninstruc.2018.05.004"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Solheim O. <i>et al.</i> <i>Learning and Instruction</i> 2018</a>"
