"description","tags","osf_link","result","ref_original","ref_replication"
"A motion aftereffect from still photographs depicting motion","Attention, Cues, Figural Aftereffect, Humans, Imagination, Motion Perception, Orientation, Pattern Recognition, Visual, Photography, Psychophysics, Transfer (Psychology)","https://osf.io/mjasz/","Success","Winawer, Huk, and Boroditsky (2008). A Motion aftereffect from still photographs depicting motion. Psychological Science, 19, 276-283.","Levitan, C., Errington, T. M., & Gampa, A. (2023, September 28). Replication of Winawer, Huk, & Boroditsky (Psychological Science, 2008). Retrieved from osf.io/mjasz"
"One-sided YouTube-comments may influence viewers' intention towards valence of comments","intention, media psychology, decision making, conformity","https://osf.io/624wf","Failure","Witteman H. O., Fagerlin A., Exe N., Trottier M. E., Zikmund-Fisher B. J. One-sided social media comments influenced opinions and intentions about home birth: An experimental study. Health Affairs, 35(4), 726-33.","Mathes, L., & Röseler, L. (11. April 2023). One-sided comments on opinions and intentions on YouTube: A replicarory approach. https://osf.io/624wf"
"The effect of visual search efficiency on response preparation","Animals, Macaca mulatta, Macaca radiata, Neurophysiology, Reaction Time, Saccades [physiology], Visual Fields [physiology], Visual Perception","","OS not significant","Woodman, G. F., Kang, M. S., Thompson, K., & Schall, J. D. (2008). The effect of visual search efficiency on response preparation: neurophysiological evidence for discrete flow. Psychological science, 19(2), 128-136.",""
"Whether an elicited imitation test (EIT) reliably distinguishes low-level from high-level language abilities among instructed second language learners of Mandarin Chinese","language learning, Mandarin, elicited imitation test","","Success","Wu, S.-L., & Ortega, L. (2013). Measuring global oral proficiency in SLA research: A new elicited imitation test of L2 Chinese. Foreign Language Annals, 46(4), 680-704.","McManus, K., & Liu, Y. (2022). Using elicited imitation to measure global oral proficiency in SLA research: A close replication study. Language Teaching, 55(1), 116-135."
"Capacity for visual features in mental rotation","","https://osf.io/xwn9m/","OS not significant","Xu, Y., & Franconeri, S. L. (2015). Capacity for visual features in mental rotation. Psychological science, 26(8), 1241-1251.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Young children negatively evaluate and sanction free riders","","https://osf.io/xwn9m/","OS not significant","Yang, F., Choi, Y. J., Misch, A., Yang, X., & Dunham, Y. (2018). In defense of the commons: Young children negatively evaluate and sanction free riders. Psychological science, 29(10), 1598-1611.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Transient spatial attention degrades temporal resolution","","https://osf.io/xwn9m/","OS not significant","Yeshurun, Y., & Levy, L. (2003). Transient spatial attention degrades temporal resolution. Psychological Science, 14(3), 225-231.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Brand Evaluation Index (3-way interaction)","Brand Equity/Extension, Information Processing, Language, Sensory Marketing","https://osf.io/tnmvq/","Failure","Yorkston, E., and Menon, G. (2004). A sound idea: phonetic effects of brand names on consumer judgments. J. Consum. Res. 31, 43–51. doi:  Study 1","Motoki, K., & Iseki, S. (2022). Evaluating replicability of ten influential research on sensory marketing. Frontiers in Communication, 7, 1048896."
"Brand Evaluation Index (2-way interaction)","Brand Equity/Extension, Information Processing, Language, Sensory Marketing","https://osf.io/tnmvq/","Failure","Yorkston, E., and Menon, G. (2004). A sound idea: phonetic effects of brand names on consumer judgments. J. Consum. Res. 31, 43–51. doi:  Study 1","Motoki, K., & Iseki, S. (2022). Evaluating replicability of ten influential research on sensory marketing. Frontiers in Communication, 7, 1048896."
"Brand Evaluation Index (Main effect of brand name)","Brand Equity/Extension, Information Processing, Language, Sensory Marketing","https://osf.io/tnmvq/","Failure","Yorkston, E., and Menon, G. (2004). A sound idea: phonetic effects of brand names on consumer judgments. J. Consum. Res. 31, 43–51. doi:  Study 1","Motoki, K., & Iseki, S. (2022). Evaluating replicability of ten influential research on sensory marketing. Frontiers in Communication, 7, 1048896."
"Attribute Perception Index (3-way interaction)","Brand Equity/Extension, Information Processing, Language, Sensory Marketing","https://osf.io/tnmvq/","Failure","Yorkston, E., and Menon, G. (2004). A sound idea: phonetic effects of brand names on consumer judgments. J. Consum. Res. 31, 43–51. doi:  Study 1","Motoki, K., & Iseki, S. (2022). Evaluating replicability of ten influential research on sensory marketing. Frontiers in Communication, 7, 1048896."
"Attribute Perception Index (2-way interaction)","Brand Equity/Extension, Information Processing, Language, Sensory Marketing","https://osf.io/tnmvq/","Failure","Yorkston, E., and Menon, G. (2004). A sound idea: phonetic effects of brand names on consumer judgments. J. Consum. Res. 31, 43–51. doi:  Study 1","Motoki, K., & Iseki, S. (2022). Evaluating replicability of ten influential research on sensory marketing. Frontiers in Communication, 7, 1048896."
"Attribute Perception Index (Main effect of brand name)","Brand Equity/Extension, Information Processing, Language, Sensory Marketing","https://osf.io/tnmvq/","Success","Yorkston, E., and Menon, G. (2004). A sound idea: phonetic effects of brand names on consumer judgments. J. Consum. Res. 31, 43–51. doi:  Study 1","Motoki, K., & Iseki, S. (2022). Evaluating replicability of ten influential research on sensory marketing. Frontiers in Communication, 7, 1048896."
"Facial redness increases perceived anger","facial redness, demand characteristics, emotion perception, emotion recognition","https://osf.io/7ezvb/","Failure","Young, S. G., Thorstenson, C. A., & Pazda, A. D. (2018). Facial redness, expression, and masculinity influence perceptions of anger and health. Cognition and Emotion, 32(1), 49–60.","Wolf, D., Röseler, L., Leder, J., & Schütz, A. (2022, June 15). The Red-Anger Effect: Is it Nothing More Than Demand Characteristics?."
"Facial redness increases perceived anger","facial redness, demand characteristics, emotion perception, emotion recognition","https://osf.io/7ezvb/","Success","Young, S. G., Thorstenson, C. A., & Pazda, A. D. (2018). Facial redness, expression, and masculinity influence perceptions of anger and health. Cognition and Emotion, 32(1), 49–60.","Wolf, D., Röseler, L., Leder, J., & Schütz, A. (2022, June 15). The Red-Anger Effect: Is it Nothing More Than Demand Characteristics?."
"Facial redness increases perceived anger","facial redness, demand characteristics, emotion perception, emotion recognition","osf.io/ncbyg/","Failure","Young, S. G., Thorstenson, C. A., & Pazda, A. D. (2018). Facial redness, expression, and masculinity influence perceptions of anger and health. Cognition and Emotion, 32(1), 49–60.","Wolf, D., Röseler, L., Leder, J., & Schütz, A. (2022, June 15). The Red-Anger Effect: Is it Nothing More Than Demand Characteristics?."
"failure to distinguish between true and false consensus","","https://osf.io/xwn9m/","Failure","Yousif, S. R., Aboody, R., & Keil, F. C. (2019). The illusion of consensus: A failure to distinguish between true and false consensus. Psychological Science, 30(8), 1195-1204.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"parents’ responsiveness to childcare subsidies and their preferences for different childcare arrangements","","https://osf.io/xwn9m/","Failure","Zangger, C., & Widmer, J. (2020). Choosing what is best for one’s children? Experimental evidence on parents’ responsiveness to childcare subsidies and their preferences for different childcare arrangements. Early childhood research quarterly, 51, 110-123.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Priming “heat” increases belief in global warming","Many Labs 2","https://osf.io/8cd4r/","Failure","Zaval, L., Keenan, E. A., Johnson, E. J., & Weber, E. U. (2014). How warm days increase belief in global warming. Nature Climate Change, 4, 143–147.  Study 3a","Klein, R. A., Vianello, M., Hasselman, F., Adams, B. G., Adams Jr, R. B., Alper, S., ... & Sowden, W. (2018). Many Labs 2: Investigating variation in replicability across samples and settings. Advances in Methods and Practices in Psychological Science, 1(4), 443-490."
"Conserving the environment for the sake of one’s legacy","","https://osf.io/xwn9m/","Failure","Zaval, L., Markowitz, E. M., & Weber, E. U. (2015). How will I be remembered? Conserving the environment for the sake of one’s legacy. Psychological science, 26(2), 231-236.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
"Facelike holistic processing of nonface objects in the absence of expertise","","https://osf.io/xwn9m/","OS not significant","Zhao, M., Bülthoff, H. H., & Bülthoff, I. (2016). Beyond faces and expertise: Facelike holistic processing of nonface objects in the absence of expertise. Psychological science, 27(2), 213-222.","Boyce, V., Mathur, M., & Frank, M. C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science, 10(11), 231240."
