replication_doi,replication_url,replication_title,replication_journal,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,replication_type,discipline,subdiscipline,justification,confidence,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,version
10.1177/0956797620904154,https://doi.org/10.1177/0956797620904154,,,True,https://doi.org/10.1177/0146167215590987,"Conroy-Beam, D.; Buss, D.; Pham, M.; Shackelford, T.",How sexually dimorphic are human mate preferences?,Personality and Social Psychology,41,,1082-1093,2015,The multivariate sex difference in mate preferences is relatively large when measured using Mahalanobis D between males and females,success,close,psychology,social psychology,,high,,1.46,d,,,,,14399,0.73,d,,,,,6
10.1177/0956797620904154,https://doi.org/10.1177/0956797620904154,,,True,https://doi.org/10.1016/0162-3095(93)90009-7,"Gangestad, S.; Buss, D.",Pathogen prevalence and human mate preferences,Ethology and Sociobiology,14,,89-96,1993,"In countries with higher pathogen prevalence, both men and women place higher value on physical attractiveness, health, and intelligence as cues of pathogen load",failure,close,psychology,social psychology,,high,,,,,,,,14399,,,,,,,6
10.1177/0956797620904154,https://doi.org/10.1177/0956797620904154,,,True,,"Gangestad, S.; Haselton, M.; Buss, D.",Evolutionary foundations of cultural variation: Evoked culture and mate preferences,Psychological Inquiry,17,,75-95,2006,"Pathogen prevalence predicts cross-cultural variability in mate preferences for attractiveness, health, and intelligence, with gender equality not being a significant predictor",failure,close,psychology,social psychology,,high,,,,,,,,14399,,,,,,,6
10.1177/0956797620904154,https://doi.org/10.1177/0956797620904154,,,True,https://doi.org/10.1037/0003-066X.54.6.408,"Eagly, A.; Wood, W.",The origins of sex differences in human behavior: Evolved dispositions versus social roles,American Psychologist,54,,408-423,1999,"Gender equality diminishes sex differences in mate preferences, including age preferences and preferences for earning capacity",inconclusive,close,psychology,social psychology,,high,,,,,,,,14399,,,,,,,6
10.1177/0956797620904154,https://doi.org/10.1177/0956797620904154,,,True,https://doi.org/10.1177/0956797612441004,"Zentner, M.; Mitura, K.",Stepping out of the caveman's shadow: Nations' gender gap predicts degree of sex differentiation in mate preferences,Psychological Science,23,,1176-1185,2012,Gender equality diminishes sex differences in age preferences and rated preferences for good financial prospects across cultures,inconclusive,close,psychology,social psychology,,high,,,,,,,,14399,,,,,,,6
10.1177/0956797620927967,https://doi.org/10.1177/0956797620927967,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/0956797620939054,https://doi.org/10.1177/0956797620939054,,,True,https://doi.org/10.31234/osf.io/3n9u8,"Pennycook, Gordon; Epstein, Ziv; Mosleh, Mohsen; Arechar, Antonio; Eckles, Dean; Rand, David",Understanding and reducing the spread of misinformation online,PsyArXiv Preprints,,,,2020,People show greater discernment between true and false news headlines when rating accuracy than when deciding whether to share content on social media (accuracy-sharing dissociation),success,close,psychology,social psychology,,high,,,,,,,,853,0.657,d,"[0.477, 0.836]",0.0001,<,,6
10.1177/0956797620939054,https://doi.org/10.1177/0956797620939054,,,True,https://doi.org/10.31234/osf.io/3n9u8,"Pennycook, Gordon; Epstein, Ziv; Mosleh, Mohsen; Arechar, Antonio; Eckles, Dean; Rand, David",Understanding and reducing the spread of misinformation online,PsyArXiv Preprints,,,,2020,Subtly prompting people to consider accuracy (accuracy nudge) increases the quality of news content they are willing to share on social media,success,close,psychology,social psychology,,high,,,,,,,,856,0.142,d,"[0.049, 0.235]",0.003,=,,6
10.1177/1029864915613390,https://doi.org/10.1177/1029864915613390,,,True,,"Peretz, I.; Babaï, M.; Lussier, I.; Hébert, S.; Gagnon, L.","Corpus d'extraits musicaux: Indices relatifs à la familiarité, à l'âge d'acquisition et aux évocations verbales",Canadian Journal of Experimental Psychology -Revue Canadienne De Psychologie Experimentale,49,2,211-238,1995,"Franco-Canadian listeners show specific patterns of familiarity with a corpus of 144 melody excerpts, with familiarity influenced by exposure frequency rather than style, genre, or musical expertise",inconclusive,close,psychology,cognitive psychology,,high,60,,,,,,,40,,,,,,,6
10.1177/1046496405281768,https://doi.org/10.1177/1046496405281768,,,True,,"Butler, D.; Geis, F.",Nonverbal affect responses to male and female leaders,Journal of Personality and Social Psychology,58,,48-59,1990,"Female leaders in authority positions receive more negative nonverbal affect reactions than male leaders, while competence ratings on cognitive measures show no difference between male and female leaders",success,direct,psychology,social psychology,,high,,,,,,,,59,,,,0.003,=,,6
10.1177/1046496405281768,https://doi.org/10.1177/1046496405281768,,,True,,"Butler, D.; Geis, F.",Nonverbal affect responses to male and female leaders,Journal of Personality and Social Psychology,58,,48-59,1990,Female leaders in authority positions receive more negative nonverbal affect reactions than male leaders in field settings with real workplace teams,inconclusive,close,psychology,social psychology,,high,,,,,,,,104,,,,,,,6
10.1177/1046496406291560,https://doi.org/10.1177/1046496406291560,,,True,,"Vecchio, R.",Situational leadership theory: An examination of a prescriptive theory,Journal of Applied Psychology,72,,444-451,1987,"Leader effectiveness is a joint function of leader behavior (consideration and structuring) and subordinate readiness/maturity, with specific combinations predicted to yield superior outcomes",success,close,psychology,social psychology,,high,303,,,,,,,860,,,,,,,6
10.1177/1046496406291560,https://doi.org/10.1177/1046496406291560,,,True,,"Norris, W.; Vecchio, R.",Situational leadership theory: A replication,Group and Organizational Management,17,,331-342,1992,"Leader effectiveness is a joint function of leader behavior (consideration and structuring) and subordinate readiness/maturity, with specific combinations predicted to yield superior outcomes",success,close,psychology,social psychology,,high,91,,,,,,,860,,,,,,,6
10.1177/1046496406291560,https://doi.org/10.1177/1046496406291560,,,True,,"Fernandez, C.; Vecchio, R.",Situational leadership theory revisited: A test of an across-jobs perspective,Leadership Quarterly,8,,67-84,1997,"Leader effectiveness is a joint function of leader behavior (consideration and structuring) and subordinate readiness/maturity, with specific combinations predicted to yield superior outcomes",success,close,psychology,social psychology,,high,332,0.02,R²,,0.05,<,,860,,,,,,,6
10.1177/1046496491221004,https://doi.org/10.1177/1046496491221004,,,True,,"Anderson, L. R.; Tolson, J.; Fields, M. W.; Thacker, J. W.",Extensions of the Pelz Effect: The impact of leader's upward influence on group members' control within the organization,Basic and Applied Social Psychology,11,,19-32,1990,Leaders' upward organizational influence moderates the relationship between leader support and group members' perceived control within the organization (the Pelz Effect),success,direct,psychology,social psychology,,high,,,,,,,,183,,,,0.015,=,,6
10.1177/1046496491221004,https://doi.org/10.1177/1046496491221004,,,True,,"Anderson, L. R.; Tolson, J.; Fields, M. W.; Thacker, J. W.",Job autonomy as a moderator of the Pelz Effect in relation to group members' perceived control within the organization,Journal of Social Psychology,130,,707-708,1990,Job autonomy moderates the Pelz Effect such that the interaction between leader support and upward influence is stronger for group members with high job autonomy,success,direct,psychology,social psychology,,high,,,,,,,,183,,,,0.03,=,,6
10.1177/1059601115625155,https://doi.org/10.1177/1059601115625155,,,True,,"Van Den Broeck, A.; De Cuyper, N.; De Witte, H.; Vansteenkiste, M.",Not all job demands are equal: Differentiating job hindrances and job challenges in the job demands-resources model,European Journal of Work and Organizational Psychology,19,6,735-759,2010,"Job hindrances are negatively associated with vigor, while job challenges are positively associated with vigor",inconclusive,close,psychology,social psychology,,high,,,,,,,,695,,,,,,,6
10.1177/1059601192173010,https://doi.org/10.1177/1059601192173010,,,True,https://doi.org/10.1037/0021-9010.72.3.444,"Vecchio, Robert P.",Situational leadership theory: an examination of a prescriptive theory,Journal of Applied Psychology,72,3,444-451,1987,Situational Leadership Theory predicts that optimal supervisory style (structuring and consideration) varies as a three-way interaction with follower maturity to predict employee performance and satisfaction,failure,close,psychology,social psychology,,high,303,,,,,,,91,,,,,,,6
10.1177/106342669400200201,https://doi.org/10.1177/106342669400200201,,,True,,"Walker, H.; Severson, H.; Todis, B.; Block-Pedego, A.; Williams, G.; Haring, N.; Barckley, M.","Systematic screening for behavior disorders (SSBD): further validation, replication, and normative data",Remedial and Special Education,11,2,32-45,1990,"The Systematic Screening for Behavior Disorders (SSBD) procedure accurately identifies and discriminates among elementary students with externalizing behavior disorders, internalizing behavior disorders, and normal behavior patterns through a three-stage screening process",success,direct,psychology,clinical psychology,,high,856,,,,,,,475,,,,,,,6
10.1177/1073191111398314,https://doi.org/10.1177/1073191111398314,,,True,,"Simmons, C.; Worrell, F.; Berry, J.",Psychometric properties of scores on three Black racial identity scales,Assessment,15,,259-276,2008,The African Self-Consciousness Scale has a two-factor structure when analyzed with exploratory factor analysis,inconclusive,direct,psychology,personality psychology,,high,225,,,,,,,348,,,,,,,6
10.1177/1073191111415365,https://doi.org/10.1177/1073191111415365,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/1073191112450907,https://doi.org/10.1177/1073191112450907,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1177/1091142106292776,https://doi.org/10.1177/1091142106292776,,,True,,"Kahneman, Daniel; Knetsch, Jack L.; Thaler, Richard H.",Fairness and the assumptions of economics,Journal of Business,59,4,285-300,1986,"Sellers demand more compensation to relinquish a good (willingness to accept) than buyers are willing to pay to acquire the same good (willingness to pay), demonstrating the endowment effect",success,direct,economics,behavioral economics,,high,,,,,,,,48,,,,0.0001,<,,6
10.1177/109442810144003,https://doi.org/10.1177/109442810144003,,,True,,"Wanous, J.; Reichers, A.; Hudy, M.",Overall job satisfaction: How good are single-item measures,Journal of Applied Psychology,82,,247-252,1997,Single-item measures of overall job satisfaction have a minimum reliability of .70 when analyzed at the individual level,success,close,psychology,other,,high,7682,0.70,reliability coefficient,,,,,323262,0.70,reliability coefficient,,,,,6
10.1177/1094428112470847,https://doi.org/10.1177/1094428112470847,,,True,,"Dess, Gregory G.; Ireland, R. Duane; Hitt, Michael A.",Industry effects and strategic management research,Journal of Management,16,,7-27,1990,"Strategy researchers between 1980 and 1988 often failed to systematically control for industry effects in empirical studies, with 25% not controlling for industry at all",success,direct,business & management,management,,high,40,,,,,,,75,,,,,,,6
10.1177/1094428116639131,https://doi.org/10.1177/1094428116639131,,,True,,"Rasinski, K.; Visser, P.; Zagatsky, M.; Rickett, E.",Using implicit goal priming to improve the quality of self-report data,Journal of Experimental Social Psychology,41,,321-327,2005,Priming the goal of honesty through word similarity tasks increases reporting of sensitive behaviors,failure,direct,psychology,social psychology,,high,,,,,,,,858,0.003,etasq,,,,,6
