doi,source_folder,is_relevant,studies_treatment,trial_type,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.70675/e7c62c36zd76fz452ez97e8z423cd06e6a46,abstract_only,yes,yes,case_series,no,,intranasal antiviral | nanobinder | C2X | SARS-CoV-2 | prophylaxis,Augmentation de l'efficacité d'antiviraux protéiques contre le SARS-CoV-2,université Paris-Saclay,2025,Joelton Rocha gomes,,,,https://doi.org/10.70675/e7c62c36zd76fz452ez97e8z423cd06e6a46
10.2165/00003495-200262010-00004,abstract_only,yes,yes,rct,no,,zanamivir | intranasal antiviral | influenza treatment | prophylaxis | neuraminidase inhibitor,Zanamivir,Drugs,2002,Susan M. Cheer; Antona J. Wagstaff,62,1,71-106,https://doi.org/10.2165/00003495-200262010-00004
pmid_16261198,abstract_only,yes,yes,other,no,,intranasal interferon | SARS-CoV-2 | animal model | prophylaxis and treatment,[Preventive and therapeutic effects of recombinant IFN-alpha2b nasal spray on SARS-CoV infection in Macaca mulata],Zhonghua shi yan he lin chuang bing du xue za zhi = Zhonghua shiyan he linchuang bingduxue zazhi = Chinese journal of experimental and clinical virology,2005,Gao H; Zhang LL; Wei Q; Duan ZJ; Tu XM; Yu ZA; Deng W; Zhang LP; Bao LL; Zhang B; Tong W; Hou YD; Zhang BL; Huang L; Qin C,19,3,207-10,https://pubmed.ncbi.nlm.nih.gov/16261198/
pmid_12945208,abstract_only,yes,yes,other,no,,interferon inducer | intranasal administration | cationic liposomes | antiviral activity | innate immunomodulator,[An intensification of antiviral and interferon effects of ridostin (an interferon inducer) by cationic liposomes in vitro and in intranasal administration],Voprosy virusologii,2003,Bulychev LE; Poryvaev VD; Ryzhikov AB; Karpyshev NN; Alekseeva AG; Goncharova EP; Pliasunov IV,48,4,45-7,https://pubmed.ncbi.nlm.nih.gov/12945208/
10.1177/106002808501901201,abstract_only,yes,yes,other,no,,intranasal interferon | viral prophylaxis | upper respiratory infections | interferon toxicity,The New Alpha Interferons,Drug Intelligence &amp; Clinical Pharmacy,1985,Carol McManus Balmer; Donald C. McLeod,19,12,887-893,https://doi.org/10.1177/106002808501901201
10.17816/ci636443,abstract_only,yes,no,unclear,yes,review,intranasal interferon | COVID-19 | cytokine therapy | immune response,"Prospects for cytokine therapy in acute respiratory viral infections, including COVID-19",Cytokines and inflammation,2024,Andrey S. Simbirtsev,21,1,22-35,https://doi.org/10.17816/ci636443
10.2174/1871526521666210218201113,abstract_only,yes,no,unclear,yes,review,carrageenan | natural ingredients | COVID-19 | nasal spray | antiviral,"Natural Derived Nasal Spray; A Proposed Approach for COVID-19 Disease
Control",Infectious Disorders - Drug Targets,2021,Zahra Hoseini-Tavassol; Hanieh-Sadat Ejtahed; Ahmad-Reza Soroush; Zahra Sajjadpour; Shirin Hasani-Ranjbar; Bagher Larijani,21,8,e160921191568,https://doi.org/10.2174/1871526521666210218201113
10.1016/j.mehy.2020.109802,abstract_only,yes,no,unclear,yes,protocol,intranasal interferon | COVID-19 prophylaxis | hydroxychloroquine,Use of hydroxychloroquine and interferon alpha-2b for the prophylaxis of COVID-19,Medical Hypotheses,2020,Alexander Yang; Charlotte Yang; Bing Yang,144,,109802,https://doi.org/10.1016/j.mehy.2020.109802
10.15386/mpr-1817,abstract_only,yes,no,other,yes,review,iota-carrageenan | nasal spray | common cold | antiviral | systematic review,Safety and efficacy of iota-carrageenan nasal spray in treatment and prevention of the common cold,Medicine and Pharmacy Reports,2021,Diana Bichiri; Ana Rita Rente; Ângelo Jesus,94,1,28-34,https://doi.org/10.15386/mpr-1817
10.2174/1381612829666221024124848,abstract_only,yes,no,unclear,yes,review,nitric oxide | COVID-19 | intranasal delivery | antiviral mechanism,"Nitric Oxide and its Derivatives Containing Nasal Spray and Inhalation Therapy for
the Treatment of COVID-19",Current Pharmaceutical Design,2022,Vivek P. Chavda; Lalitkumar K. Vora; Rajeev K. Singla; Aayushi B. Patel; Priyal Shah; Vladimir N. Uversky; Vasso Apostolopoulos,28,46,3658-3670,https://doi.org/10.2174/1381612829666221024124848
10.4049/jimmunol.190.supp.183.18,abstract_only,yes,yes,other,no,,innate immunomodulation | intranasal oenothein B | influenza | interferon-γ | mouse model,"Effect of oenothein B, a cyclic dimeric ellagitannin isolated from <i>Epilobium angustifolium</i>, on the antiviral responses of innate lymphocytes. (P4365)",The Journal of Immunology,2013,Andrew Ramstead; Igor Schepetkin; Amanda Robison; Mark Quinn; Mark Jutila,190,Supplement_1,183.18-183.18,https://doi.org/10.4049/jimmunol.190.supp.183.18
10.1002/mco2.101,abstract_only,yes,no,unclear,yes,review,nasal vaccines | intranasal delivery | COVID-19 | carrageenan | antiviral formulations,Nasally inhaled therapeutics and vaccination for COVID‐19: Developments and challenges,MedComm,2021,Jinxiang Xi; Lameng Ray Lei; William Zouzas; Xiuhua April Si,2,4,569-586,https://doi.org/10.1002/mco2.101
10.1002/14651858.cd013627.pub2,abstract_only,yes,no,unclear,yes,review,antimicrobial mouthwashes | nasal sprays | COVID-19 | systematic review,Antimicrobial mouthwashes (gargling) and nasal sprays administered to patients with suspected or confirmed COVID-19 infection to improve patient outcomes and to protect healthcare workers treating them,Cochrane Database of Systematic Reviews,2020,Martin J. Burton; Janet E. Clarkson; Beatriz Goulao; Anne-Marie Glenny; Andrew J. McBain; Anne GM Schilder; Katie E. Webster; Helen V. Worthington,2020,9,CD013627,https://doi.org/10.1002/14651858.cd013627.pub2
pmid_1026519,abstract_only,yes,yes,case_series,no,,intranasal antiviral | influenza | herpes simplex | animal model | bonaphthon,[Pathomorphological study of antiviral chemotherapeutic effectiveness of bonaphthon under experimental conditions],Farmakologiia i toksikologiia,1976,Nikolaeva IS; Kutchak SN; Bogdanova NS; Pershin GN,39,3,336-41,https://pubmed.ncbi.nlm.nih.gov/1026519/
10.3390/ijerph191912148,abstract_only,yes,no,unclear,yes,review,SARS-CoV-2|nasal spray|povidone-iodine|systematic review|meta-analysis,Efficacy of Mouth Rinses and Nasal Spray in the Inactivation of SARS-CoV-2: A Systematic Review and Meta-Analysis of In Vitro and In Vivo Studies,International Journal of Environmental Research and Public Health,2022,Majdy Idrees; Bridget McGowan; Amr Fawzy; Abdulwahab Ali Abuderman; Ramesh Balasubramaniam; Omar Kujan,19,19,12148,https://doi.org/10.3390/ijerph191912148
10.1002/14651858.cd002743.pub2,abstract_only,yes,no,other,yes,review,antiviral nasal sprays | intranasal interferons | common cold | systematic review,Antivirals for the common cold,Cochrane Database of Systematic Reviews,2001,Tom Jefferson; David Tyrrell,2010,1,CD002743,https://doi.org/10.1002/14651858.cd002743.pub2
pmid_7988393,abstract_only,yes,no,unclear,yes,review,common cold | rhinovirus | intranasal interferon | literature review,,,,,,,,
10.2174/0126667975319146240809095756,abstract_only,yes,no,unclear,yes,review,inhalational therapy | COVID-19 | nasal sprays | antiviral delivery | treatment overview,Novel Approaches of Inhalational Therapy for COVID-19: Drugs to Vaccines,Coronaviruses,2025,Pratiksha Bramhe; Pratiksha Bramhe; Suchita Waghmare; Nilesh Rarokar; Lata Potey; Bhupendra Dibbe; Prafulla M. Sable; Pramod Khedekar; Vidya Sabale; Bhupendra G. Prajapati,6,4,,https://doi.org/10.2174/0126667975319146240809095756
10.5799/jmid.1036836,abstract_only,yes,yes,case_series,no,,HSV | nasal spray | antimicrobial | phthalocyanine | alternative treatment,Nasal Manifestation of Herpes Simplex Virus And Recovery with Antimicrobial Phthalocyanine Derivative Protocol,Journal of Microbiology and Infectious Diseases,2021,Vivian Palata VIOLA; Fabiano Vieira VILHENA; Paulo Sérgio Da Silva SANTOS,,,242-243,https://doi.org/10.5799/jmid.1036836
10.1155/bri/8846903,abstract_only,yes,no,other,yes,review,nitric oxide | COVID-19 | nasal spray | inhaled | nanoparticles,"Nitric Oxide in the Treatment of COVID-19: Nasal Sprays, Inhalants and Nanoparticles",Biochemistry Research International,2025,Wright,,,,https://doi.org/10.1155/bri/8846903
10.1007/s12070-020-02201-4,abstract_only,yes,no,unclear,yes,editorial,povidone-iodine | nasal spray | COVID-19 | surgical safety | opinion,‘POLIDON’ Approach—A Novel Solution for the ENT &amp; Skull Base Surgeons in COVID-19 era,Indian Journal of Otolaryngology and Head &amp; Neck Surgery,2021,Mostafa Kamal Arefin; Muhammad Shaharior Arafat; Debesh Chandra Talukder; Sk. Nurul Fattah Rumi; Md. Nazmul Islam; Sheikh Hasanur Rahman; Kamrul Hassan Tarafder; Md. Ashraful Islam,73,1,111-115,https://doi.org/10.1007/s12070-020-02201-4
10.1186/s13063-020-04634-2,abstract_only,no,no,unclear,yes,protocol,gargling|oral rinse|COVID-19|viral load,"A quadruple blind, randomised controlled trial of gargling agents in reducing intraoral viral load among hospitalised COVID-19 patients: A structured summary of a study protocol for a randomised controlled trial",Trials,2020,Farhan Raza Khan; Syed Murtaza Raza Kazmi; Najeeha Talat Iqbal; Junaid Iqbal; Syed Tariq Ali; Syed Akbar Abbas,21,1,785,https://doi.org/10.1186/s13063-020-04634-2
10.7759/cureus.11315,abstract_only,yes,yes,case_series,no,,xylitol|grapefruit seed extract|COVID-19|SARS-CoV-2|intranasal spray,Potential Role of Xylitol Plus Grapefruit Seed Extract Nasal Spray Solution in COVID-19: Case Series,Cureus,2020,Camille Celeste Go; Krunal Pandav; Marcos A. Sanchez-Gonzalez; Gustavo Ferrer,12,11,e11315,https://doi.org/10.7759/cureus.11315
10.21467/preprints.36,abstract_only,yes,no,unclear,yes,review,algal oil | linoleic acid | nasal spray | COVID-19 prevention | opinion piece,Possible Prevention of COVID 19 by Using Linoleic Acid (C18) Rich Algae Oil,,2020,Venkata Subhash; Raja Krishna Kumar G.; Ajit Sapre; Santanu Dasgupta,,,,https://doi.org/10.21467/preprints.36
10.1186/s13063-020-04963-2,abstract_only,yes,no,rct,yes,protocol,povidone-iodine|nasal irrigation|COVID-19|protocol,Virucidal effect of povidone iodine on COVID-19 in the nasopharynx: A structured summary of a study protocol for an open-label randomized clinical trial,Trials,2021,Hasan MJ; Rumi SKNF; Banu SS; Uddin AKMN; Islam MS; Arefin MK,22,1,2,https://doi.org/10.1186/s13063-020-04963-2
10.1016/j.ijheh.2020.113605,abstract_only,yes,no,other,yes,review,nasal disinfectants | SARS-CoV-2 | chemo-prophylaxis | scoping review | antiseptics,Nasal disinfection for the prevention and control of COVID-19: A scoping review on potential chemo-preventive agents,International Journal of Hygiene and Environmental Health,2020,Cegolon L.; Javanbakht M.; Mastrangelo G.,230,,113605,https://doi.org/10.1016/j.ijheh.2020.113605
pmid_9879333,abstract_only,yes,no,unclear,yes,editorial,zanamivir | influenza antivirals | neuraminidase inhibitors | nasal administration,,,,,,,,
pmid_6272492,abstract_only,yes,yes,case_series,no,,intranasal interferon inducer | polyguacyl | antiviral | influenza | safety tolerance,[Trial of polyguacyl safety and tolerance],Voprosy virusologii,1981,Ershov FI; Fomina AN; Krylov VF; Obrosova-Serova NP; Grigorian SS,,4,418-23,https://pubmed.ncbi.nlm.nih.gov/6272492/
pmid_40305796,abstract_only,no,yes,case_control,no,,vasomotor rhinitis|antihistamine|COVID-19|intranasal treatment,FEATURES OF VASOMOTOR RHINITIS IN PATIENTS WITH A HISTORY OF COVID-19 INFECTION,Georgian medical news,2025,Nakudashvili N; Ratiani L; Megrelishvili T; Sarbekovi E; Tsabadze M; Kipiani N; Intskirveli N; Tortladze M; Gabunia T; Tsiklauri S; Nakudashvili Z; Ormotsadze G; Sanikidze T,,359,23-31,https://pubmed.ncbi.nlm.nih.gov/40305796/
10.21518/ms2026-041,abstract_only,yes,no,unclear,yes,review,intranasal interferon | respiratory viral infections | innate immunity,The interferon system: Modern view on structural and functional organization and clinical application,Meditsinskiy sovet = Medical Council,2026,I. N. Zakharova; V. V. Pupykina; I. S. Kuznetsova,20,1,62-69,https://doi.org/10.21518/ms2026-041
pmid_7165687,abstract_only,yes,yes,rct,no,,intranasal interferon | influenza prevention | respiratory viral infections | pediatric | double-blind controlled trial,The preventive effect of human interferon-alpha on influenza infection; modification of clinical manifestations of influenza in children in a closed community,Biken journal,1982,Isomura S; Ichikawa T; Miyazu M; Naruse H; Shibata M; Imanishi J; Matsuo A; Kishida T; Karaki T,25,3,131-7,https://pubmed.ncbi.nlm.nih.gov/7165687/
10.12998/wjcc.v10.i32.11665,abstract_only,yes,no,unclear,yes,review,lactoferrin | vitamin D | COVID-19 | intranasal prophylaxis | narrative review,Combined use of lactoferrin and vitamin D as a preventive and therapeutic supplement for SARS-CoV-2 infection: Current evidence,World Journal of Clinical Cases,2022,Massimiliano Cipriano; Enzo Ruberti; Marcos Roberto Tovani-Palone,10,32,11665-11670,https://doi.org/10.12998/wjcc.v10.i32.11665
10.1080/17425247.2025.2522250,abstract_only,yes,no,other,yes,review,antiviral nasal sprays | SARS-CoV-2 | preclinical models | systematic review,Assessment of the effectiveness of intranasal antiviral therapies in preclinical SARS-CoV-2 infection mouse models: a systematic review,Expert Opinion on Drug Delivery,2025,Victor Baba Oti; Vindya Ranasinghe; Brett P. Dyer; Adi Idris; Nigel A. J. McMillan,22,9,1405-1429,https://doi.org/10.1080/17425247.2025.2522250
10.1007/s12602-009-9008-9,abstract_only,no,no,unclear,yes,review,otitis media | nasal sprays | alternative treatments,"Otitis Media: A Review, with a Focus on Alternative Treatments",Probiotics and Antimicrobial Proteins,2009,Leon M. T. Dicks; H. Knoetze; Carol A. van Reenen,1,1,45-59,https://doi.org/10.1007/s12602-009-9008-9
10.2174/2666796701999201104164010,abstract_only,yes,no,unclear,yes,editorial,coconut oil | monolaurin | antiviral | nasal spray | COVID-19,Antiviral Potential of Coconut (Cocos nucifera L.) Oil and COVID-19,Coronaviruses,2021,S. V. Ramesh; R. Pandiselvam; K. B. Hebbar; M. R. Manikantan; Shameena Beegum; Shelly Praveen; N. U. Sruthi,2,4,405-410,https://doi.org/10.2174/2666796701999201104164010
10.1007/bf03256603,abstract_only,yes,yes,rct,no,,zanamivir|intranasal antiviral|influenza treatment|prophylaxis|phase III trials,Spotlight on Zanamivir in Influenza,American Journal of Respiratory Medicine,2002,Susan M. Cheer; Antona J. Wagstaff,1,2,147-152,https://doi.org/10.1007/bf03256603
10.1089/jir.2023.0193,abstract_only,yes,yes,observational_cohort,no,,intranasal interferon | SARS-CoV-2 prophylaxis | COVID-19 prevention | IFN-alpha2b | Nasalferon,Pharmacodynamic of Recombinant Human Interferon Alpha-2b Nasal Drops and Effective Prophylaxis Against SARS-COV-2 Infection,Journal of Interferon &amp; Cytokine Research,2024,Hugo Nodarse-Cuni; Odalys Bravo; Roberto Cañete; Dania Vázquez-Blomquist; Diogenes Quintana; Ana Aguilera-Barreto; Gerardo Guillen-Nieto; Amaylid Arteaga; Ileana Morales,44,6,271-280,https://doi.org/10.1089/jir.2023.0193
pmid_616674,abstract_only,yes,yes,other,no,,intranasal interferon | antiviral nasal spray | human nasal mucosa | respiratory virus | dose optimization,Activity of exogenous interferon in the human nasal mucosa,Texas reports on biology and medicine,1977,Greenberg SB; Harmon MW; Johnson PE,35,,491-6,https://pubmed.ncbi.nlm.nih.gov/616674/
10.2174/1874357902014010009,abstract_only,yes,no,rct,yes,"review / perspective article (Open Virology J), not a primary study",iota-carrageenan | antiviral nasal spray | common cold | barrier agent | clinical trial,Iota-Carrageenan as an Antiviral Treatment for the Common Cold,The Open Virology Journal,2020,Ronald Eccles,14,1,9-15,https://doi.org/10.2174/1874357902014010009
10.30659/odj.9.0.131-136,abstract_only,yes,no,other,yes,protocol,nasal spray | SARS-CoV-2 | garlic extract | in silico modeling,POTENTIAL OF NASAL AND ORAL SPRAYS OF ALLYL DISULFIDE GARLIC EXTRACT AS PROTECTION AGAINST SARS-COV-2,ODONTO : Dental Journal,2022,Silvia Vera Indrawati; Salwa Febria Monica; Iftitah Nabiilah Ramadhani; Siska Nurlivia; Azka Putri Anisa; Islamy Rahma Hutami,9,,131,https://doi.org/10.30659/odj.9.0.131-136
10.20538/1682-0363-2022-2-48-59,abstract_only,yes,yes,observational_cohort,no,,intranasal interferon | IFN-α | IFN-γ | acute respiratory infection | allergic rhinitis,"Interferons alpha and gamma, pidotimod, and tilorone in the treatment of acute respiratory infections in patients with allergic rhinitis: a prospective, cohort clinical and immunological study",Bulletin of Siberian Medicine,2022,"Kalyuzhin, O.V.; Ponezheva, L. O.; Turapova, A. N.; Nurtazina, Asel Yu.; Bykov, Anatoly; Karaulov, Alexander V.",21,2,48-59,https://doi.org/10.20538/1682-0363-2022-2-48-59
10.1007/s12070-021-02525-9,abstract_only,yes,no,unclear,yes,editorial,povidone-iodine | COVID-19 prevention | nasal spray | opinion piece,"Povidone Iodine (PVP-I) Oro-Nasal Spray: An Effective Shield for COVID-19 Protection for Health Care Worker (HCW), for all",Indian Journal of Otolaryngology and Head &amp; Neck Surgery,2022,Mostafa Kamal Arefin,74,S2,2906-2911,https://doi.org/10.1007/s12070-021-02525-9
10.1016/s0264-410x(00)00281-4,abstract_only,yes,yes,other,no,,intranasal zanamivir | influenza antiviral | otitis media | rhinovirus | intranasal AG7088,Influenza virus and rhinovirus-related otitis media: potential for antiviral intervention,Vaccine,2000,Frederick G. Hayden,19,SUPPL. 1,S66-S70,https://doi.org/10.1016/s0264-410x(00)00281-4
